SKU,ProductName,RetailPrice,Category,OnSpecialPricing,EffectiveDate,Status,UpdatedOn,Size
039228,NEW AMSTERDAM TANGERINE VODKA      750ml,10.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
039322,DEEP EDDY LIME                     750ml,16.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
039424,NEW AMSTERDAM PINK WHITNEY        1750ml,22.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,1750
039450,SALT CITY CITRUS VODKA             750ml,16.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
039452,SALT CITY PEACH VODKA              750ml,19.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
039492,NEW AMSTERDAM PINK WHITNEY LEMONAD 750ml,15.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
039593,SUGAR HOUSE VODKA                 1750ml,31.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,1750
039601,WILD ROOTS PEACH VODKA             750ml,19.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
039624,WILD ROOTS PEAR VODKA              750ml,19.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
039682,WILD ROOTS HUCKLEBERRY VODKA       750ml,19.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
039922,DEEP EDDY PEACH VODKA              750ml,16.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
040053,DEEP EDDY LEMON VODKA              750ml,16.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
040055,DEEP EDDY VODKA LEMON             1750ml,35.99,General,No,2025-07-01,1,2025-08-22 21:57:49,1750
040327,DEEP EDDY RUBY RED GRAPEFRUIT VOD  750ml,16.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
040438,FIVE WIVES SINFUL CINNAMON VODKA   750ml,15.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
040813,SKYY INFUSION RASPBERRY VODKA      750ml,15.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
040821,SKYY INFUSION PINEAPPLE VODKA      750ml,15.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
040831,SKYY INFUSION BLOOD ORANGE VODKA   750ml,15.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
041146,SWEET CAROLINA SWEET TEA VODKA     750ml,14.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
041313,BURNETTS MANGO VODKA               750ml,9.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
041315,BURNETTS MANGO                    1750ml,14.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,1750
042031,BURNETT'S WHIPPED CREAM VODKA      750ml,7.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
042242,BLUE CHAIR BAY COCONUT RUM         750ml,15.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
042327,RON ABUELO ANEJO RUM RES ESPECIAL  750ml,14.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
042382,BARBAROSSA SPICED RUM              750ml,10.01,General,No,2025-07-01,1,2025-08-22 21:57:49,750
042646,FLOR DE CANA 4YR ORO ANEJO GOLD    750ml,14.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
042676,MALIBU PASSION FRUIT RUM           750ml,14.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
042687,MALIBU BLACK RUM                   750ml,14.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
042699,MALIBU MANGO RUM                   750ml,14.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
042716,MALIBU COCONUT RUM                 750ml,14.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
042717,MALIBU COCONUT RUM                1000ml,24.99,General,No,2025-07-01,1,2025-08-22 21:57:49,1000
042777,RON ZACAPA 23YR RUM                750ml,49.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
042849,PLANTERAY RUM BARBADOS 5 YR     750ml,24.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
042851,PLANTERAY 20TH ANNIVERSARY        750ml,75.64,Special,No,2025-07-01,S,2025-08-22 21:57:49,750
043026,ADMIRAL NELSON SPICED RUM          750ml,11.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
043036,BACARDI GOLD RUM                   750ml,16.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
043037,BACARDI GOLD RUM                  1000ml,16.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,1000
043051,BACARDI DRAGON BERRY RUM           750ml,16.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
043073,ADMIRAL NELSON 101 SPICED RUM      750ml,11.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
043076,ADMIRAL NELSON COCONUT RUM         750ml,11.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
043086,BACARDI COCO                       750ml,16.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
043109,BACARDI BLACK RUM                  750ml,16.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
043126,BACARDI SUPERIOR RUM               750ml,16.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
043127,BACARDI SUPERIOR RUM              1000ml,16.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,1000
043136,BACARDI LIMON RUM                  750ml,16.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
043145,BACARDI PINEAPPLE FUSION RUM       750ml,16.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
043244,CAPT'N MORGAN SPICED RUM 100       750ml,22.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
043316,CAPT'N MORGAN PRIVATE STOCK RU     750ml,24.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
043328,CAPT'N MORGAN WHITE RUM            750ml,16.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
043336,CAPT'N MORGAN SPICED RUM           750ml,19.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
043337,CAPT'N MORGAN SPICED RUM          1000ml,21.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,1000
043410,PARROT BAY COCONUT RUM             750ml,8.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
043501,BACARDI RASPBERRY RUM              750ml,16.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
043647,PARROT BAY PINEAPPLE RUM           750ml,8.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
043747,BACARDI LIME RUM                   750ml,16.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
043860,MALIBU WATERMELON                  750ml,14.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
043878,KIRK & SWEENEY GRAN RESERVA SUPERI 750ml,46.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
044241,BACARDI MANGO CHILE                750ml,16.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
044259,BLACKHEART PREMIUM SPICED RUM     1750ml,29.99,General,No,2025-07-01,1,2025-08-22 21:57:49,1750
044260,BLACKHEART PREMIUM SPICED RUM     1000ml,15.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,1000
044266,PUSSERS BRITISH NAVY RUM 84 PROOF  750ml,28.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
044412,CALICO JACK COCONUT RUM           1750ml,21.99,General,No,2025-07-01,1,2025-08-22 21:57:49,1750
044476,CRUZAN COCONUT RUM                 750ml,9.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
044486,CRUZAN DARK RUM                    750ml,9.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
044516,CRUZAN LIGHT RUM                   750ml,9.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
044520,CRUZAN VANILLA RUM                 750ml,9.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
045036,MONARCH 151 PR RUM                 750ml,19.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
045218,MR BOSTON LIGHT RUM               1750ml,14.02,General,No,2025-07-01,1,2025-08-22 21:57:49,1750
045886,SAILOR JERRY SPICED RUM            750ml,19.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
045887,SAILOR JERRY SPICED RUM           1000ml,20.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,1000
045888,SAILOR JERRY SPICED RUM           1750ml,29.99,General,No,2025-07-01,1,2025-08-22 21:57:49,1750
046206,DENTED BRICK CRAFT RUM           1000 ml,16.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,1000
046295,DENTED BRICK PREMIUM RUM           750ml,24.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
046504,KRAKEN BLACK SPICED RUM            750ml,22.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
046506,KRAKEN BLACK SPICED RUM           1750ml,30.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,1750
047786,COURVOISIER VS                     750ml,29.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
049002,PIERRE FERRAND 10 GENERATIONS CGNC 750ml,78.47,Special,No,2025-07-01,S,2025-08-22 21:57:49,750
049066,REMY MARTIN LOUIS XIII             700ml,4199.99,Limited,No,2025-07-01,L,2025-08-22 21:57:49,700
051683,STELLA ROSA BRANDY HONEY PEACH     750ml,32.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
052559,E&J XO GRAPE BRANDY              1750 ml,27.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,1750
052583,E&J SUPERIOR RESERVE VSOP BRANDY  1000ml,14.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,1000
052596,E&J VS BRANDY                      750ml,11.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
052598,E&J VS BRANDY                     1750ml,26.99,General,No,2025-07-01,1,2025-08-22 21:57:49,1750
053206,PAUL MASSON GRANDE AMBER VSOP BRN  750ml,13.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
058838,CUERVO AUTHENTIC LIME MARGARITA   1750ml,16.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,1750
058868,CUERVO AUTHENTIC STRWBRY LIME MAR 1750ml,16.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,1750
058872,CUERVO AUTHENTIC LIGHT LIME MARGA 1750ml,16.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,1750
058874,CUERVO AUTHENTIC PINK LEMONADE M 1750 ml,16.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,1750
058875,CUERVO GOLDEN MARGARITA           1750ml,24.99,General,No,2025-07-01,1,2025-08-22 21:57:49,1750
059038,DESERT ISLAND ICE TEA             1750ml,17.99,General,No,2025-07-01,1,2025-08-22 21:57:49,1750
059231,ICE BOX MUDSLIDE                  1750ml,15.03,General,No,2025-07-01,1,2025-08-22 21:57:49,1750
061210,HIGH WEST RTD BARREL MANHATTAN     750ml,37.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
061213,HIGH WEST RTD OLD FASHIONED        750ml,37.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
062420,MARGARITAVILLE SKINNY MARGARITA R 1750ml,11.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,1750
063530,SALVADORS MARGARITA               1750ml,13.99,General,No,2025-07-01,1,2025-08-22 21:57:49,1750
064000,ABSENTE (ABSINTHE REFINED)         750ml,45.11,General,No,2025-07-01,1,2025-08-22 21:57:49,750
064136,DISARONNO AMARETTO                 750ml,27.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
064147,APEROL                             750ml,29.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
064193,CHAMBORD ROYALE LIQUEUR            700ml,31.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,700
064255,DENTED BRICK GLITTER DISCO-NUT     750ml,15.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
064601,CARAVELLA LIMONCELLO               750ml,23.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
064636,CAMPARI BITTER APERITIVO           750ml,34.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
064866,FIREBALL CINNAMON WHISKY           750ml,13.49,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
064868,FIREBALL CINNAMON WHISKEY         1750ml,30.07,General,No,2025-07-01,1,2025-08-22 21:57:49,1750
064920,DULCE VIDA GRAPEFRUIT TEQUILA      750ml,21.95,General,No,2025-07-01,1,2025-08-22 21:57:49,750
064922,DULCE VIDA LIME TEQUILA             750m,21.95,General,No,2025-07-01,1,2025-08-22 21:57:49,
064996,FRANGELICO LIQUEUR  ITALY          750ml,32.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
065127,GRAND MARNIER CORDON ROUGE        1000ml,39.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,1000
065178,IICHIKO SILHOUETTE SHOCHU          750ml,19.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
065256,JAGERMEISTER LIQUEUR               750ml,20.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
065257,JAGERMEISTER LIQUEUR              1000ml,31.99,General,No,2025-07-01,1,2025-08-22 21:57:49,1000
065426,LICOR 43                           750ml,29.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
065467,FERNET BRANCA BITTERS              750ml,34.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
065487,JAMESON IRISH WHISKY ORANGE        750ml,31.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
065533,BUCHANAN'S PINEAPPLE               750ml,42.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
065666,JOSE CUERVO DEVIL'S RESERVE        750ml,19.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
065812,MATHILDE GRANDE XO ORANGE LIQUEUR  750ml,35.11,Special,No,2025-07-01,S,2025-08-22 21:57:49,750
066097,PROPER NO. TWELVE IRISH APPLE      750ml,29.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
066358,CASAMIGOS JALAPENO TEQUILA,50.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,
066518,RUMHAVEN COCONUT RUM               750ml,13.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
066522,RUMCHATA COCONUT CREAM     750ml,28.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
066636,ROMANA SAMBUCA                     750ml,26.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
066737,SMIRNOFF RASPBERRY VODKA          1750ml,26.99,General,No,2025-07-01,1,2025-08-22 21:57:49,1750
066790,SINFIRE CINNAMON WHISKY            750ml,11.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
066799,SINFIRE CINNAMON WHISKY           1750ml,27.99,General,No,2025-07-01,1,2025-08-22 21:57:49,1750
066929,SMIRNOFF WHIPPED CREAM VODKA           1,26.99,General,No,2025-07-01,1,2025-08-22 21:57:49,
066933,TULLAMORE DEW HONEY                750ml,30.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
066936,GRAN GALA ORANGE LIQUEUR           750ml,20.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
066993,21 SEEDS CUCUMBER JALAPENO         750ml,34.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
067266,YUKON JACK CANADA                  750ml,15.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
067388,BORGHETTI CAFFE ESPRESSO LIQ       750ml,29.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
067676,MR BLACK COFFEE LIQUEUR            750ml,29.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
068128,CAROLANS IRISH CREAM              1750ml,36.99,General,No,2025-07-01,1,2025-08-22 21:57:49,1750
068627,MIDNIGHT MOON HOLIDAY EGG NOG      750ml,24.99,Seasonal,No,2025-07-01,T,2025-08-22 21:57:49,750
068846,ST BRENDANS IRISH CREAM            750ml,16.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
069618,DR MCGILLICUDDYS BUTTERSCOTCH LIQ  750ml,13.49,General,No,2025-07-01,1,2025-08-22 21:57:49,750
069706,DR MCGILLICUDDYS ROOT BEER LIQUEU  750ml,13.49,General,No,2025-07-01,1,2025-08-22 21:57:49,750
072928,CAPTAIN MORGAN SLICED APPLE        750ml,19.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
073055,RUMCHATA                           750ml,24.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
073150,CHOCOLAT DELUXE CHOCOLATE LIQUEUR  750ml,19.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
073558,DIRTY MONKEY BANANA PEANUT BUTTER  750ml,24.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
073721,EVAN WILLIAMS FIRE                 750ml,17.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
073891,EMPRESS 1908 GIN ELDERFLOWER ROSE     75,39.99,General,No,2025-07-01,1,2025-08-22 21:57:49,
073937,EMPRESS 1908 CUCUMBER LEMON        750ml,39.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
074801,JACK DANIELS TENNESSEE APPLE       750ml,24.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
075165,KETEL ONE BOTANICAL CUCUMBER MINT  750ml,24.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
075181,KETEL ONE BOTANICAL GRPFRT/ROSE    750ml,24.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
075183,KETEL ONE BOTANICAL PEACH/ ORANGE  750ml,24.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
075876,MARGARITAVILLE ISLAND LIME         750ml,17.03,General,No,2025-07-01,1,2025-08-22 21:57:49,750
076036,MIDNIGHT MOON APPLE PIE MOONSHINE  750ml,22.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
076072,MIDNIGHT MOON WATERMELON           750ml,22.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
076133,BROKEN TOP COFFEE BOURBON          750ml,34.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
076906,PORTER'S FIRE FLAVORED WHISKEY     750ml,19.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
076908,PORTER'S FIRE FLAVORED WHISKEY   1750 ml,29.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,1750
076910,PORTER'S PEACH WHISKEY             750ml,19.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
076916,PORTER'S HUCKLEBERRY WHISKEY       750ml,19.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
077102,SALT CITY ESPRESSO LIQUEUR         750ml,22.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
077474,ST ELDER ELDERFLOWER LIQUEUR       750ml,19.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
077582,UNDERGROUND HERBAL SPIRIT         1000ml,24.99,General,No,2025-07-01,1,2025-08-22 21:57:49,1000
077583,UNDERGROUND HERBAL SPIRIT          750ml,17.0,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
077776,WILD TURKEY AMERICAN HONEY         750ml,24.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
077786,TUACA LIQUORE ITALIANO             750ml,20.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
077956,SMIRNOFF RED  WHITE & BERRY VODKA  750ml,16.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
078142,SMIRNOFF VANILLA VODKA 1750ml,26.99,General,No,2025-07-01,1,2025-08-22 21:57:49,1750
078143,SMIRNOFF CITRUS VODKA               1750,26.99,General,No,2025-07-01,1,2025-08-22 21:57:49,
078186,TWISTED TEA WHISKEY,17.99,General,No,2025-07-01,1,2025-08-22 21:57:49,
080024,BLUE CHAIR BAY BANANA RUM CREAM    750ml,16.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
080129,EZRA BROOKS BOURBON CREAM          750ml,25.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
080458,RYANS IRISH CREAM                 1750ml,23.99,General,No,2025-07-01,1,2025-08-22 21:57:49,1750
084141,99 PEACHES SCHNAPPS                750ml,12.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
084154,99 BLACK CHERRIES SCHNAPPS         750ml,12.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
084159,99 APPLES SCHNAPPS                 750ml,12.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
084170,99 BANANAS SCHNAPPS                750ml,12.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
084211,99 ROOTBEER                        750ml,12.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
084820,HISTORIAS Y MEMORIAS MEZCAL ARTESANAL ES,42.44,Seasonal,No,2025-07-01,T,2025-08-22 21:57:49,
085088,PATRON ANEJO CRISTALINO            750ml,69.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
085425,CASAMIGOS CRISTALINO               750ml,52.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
086670,JACK DANIELS TENNESSEE HONEY       750ml,24.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
086673,JACK DANIELS TENNESSEE HONEY      1750ml,45.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,1750
086692,JACK DANIELS TENNESSEE FIRE WHISK  750ml,24.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
086888,SOUTHERN COMFORT                  1750ml,29.99,General,No,2025-07-01,1,2025-08-22 21:57:49,1750
087103,ASTRAL TEQUILA                     750ml,22.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
087266,CASA NOBLE BLANCO TEQUILA          750ml,43.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
087280,CASAMIGOS BLANCO TEQUILA           750ml,47.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
087288,CASAMIGOS MEZCAL JOVEN             750ml,57.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
087306,CAZADORES BLANCO TEQUILA           750ml,27.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
087369,CODIGO 1530 TEQUILA BLANCO         750ml,44.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
087380,CORAZON DE AGAVE BLANCO TEQUILA    750ml,22.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
087385,CORRALEJO BLANCO TEQUILA           750ml,29.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
087408,CUERVO ESPECIAL SILVER TEQUILA     750ml,19.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
087416,CUERVO TRADICIONAL SILVER TEQUILA  750ml,23.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
087499,DULCE VIDA ORGANIC BLANCO TEQUILA  750ml,29.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
087516,EL CHARRO SILVER TEQUILA           750ml,18.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
087586,EL JIMADOR SILVER TEQUILA          750ml,20.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
087588,EL JIMADOR SILVER TEQUILA        1750 ml,48.99,General,No,2025-07-01,1,2025-08-22 21:57:49,1750
087596,EL MAYOR BLANCO                    750ml,28.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
087644,FAMILIA CAMARENA SILVER TEQUILA   1750ml,45.99,General,No,2025-07-01,1,2025-08-22 21:57:49,1750
087646,EXOTICO BLANCO TEQUILA             750ml,21.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
087742,TELSON BLANCO TEQUILA              750ml,42.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
087745,TEREMANA REPOSADO TEQUILA         1750ml,64.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,1750
087747,TEREMANA BLANCO TEQUILA           1750ml,59.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,1750
087832,JOSE CUERVO TRADICIONAL CRISTALINO 750ml,34.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
087849,HERRADURA SILVER TEQUILA           750ml,53.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
088018,LUNAZUL TEQUILA BLANCO             750ml,24.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
088036,MARGARITAVILLE SILVER TEQUILA      750ml,16.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
088104,MONTELOBOS  MEZCAL JOVEN TEQUILA   750ml,41.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
088296,PATRON SILVER TEQUILA              750ml,49.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
088298,PATRON SILVER TEQUILA             1750ml,109.99,General,No,2025-07-01,1,2025-08-22 21:57:49,1750
088321,PIEDRA AZUL BLANCO TEQUILA         750ml,13.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
088371,TEREMANA BLANCO TEQUILA            750ml,31.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
088372,TEREMANA REPOSADO TEQUILA          750ml,34.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
088536,SAUZA BLUE SILVER TEQUILA          750ml,16.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
088546,HORNITOS PLATA TEQUILA            1750ml,44.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,1750
088610,WAHAKA MEZCAL ESPADIN JOVEN        750ml,31.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
088633,TEQUILA OCHO PLATA                 750ml,49.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
088690,DULCE VIDA ORGANIC REPOSADO TEQUILA750ml,34.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
088693,DON JULIO 1942                   1750 ml,369.99,Special,No,2025-07-01,S,2025-08-22 21:57:49,1750
088730,XICARU SILVER MEZCAL               750ml,29.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
088833,CASAMIGOS ANEJO                    750ml,57.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
089123,CAZADORES REPOSADO                1750ml,39.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,1750
089177,CASAMIGOS REPOSADO                 750ml,52.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
089178,EL MAYOR ANEJO TEQUILA             750ml,41.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
089196,CUERVO ESPECIAL GOLD TEQUILA       750ml,19.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
089215,CUERVO TRADICIONAL GOLD TEQUILA    750ml,24.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
089230,1800 ANEJO TEQUILA                 750ml,43.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
089242,CORRALEJO REPOSADO TEQUILA         750ml,31.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
089256,GRAN CENTENARIO REPOSADO TEQUILA,33.99,General,No,2025-07-01,1,2025-08-22 21:57:49,
089268,EL JIMADOR REPOSADO TEQUILA       1750ml,48.99,General,No,2025-07-01,1,2025-08-22 21:57:49,1750
089278,EL JIMADOR REPOSADO TEQUILA        750ml,20.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
089292,GRAN CENTENARIO ANEJO              750ml,41.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
089329,HERRADURA ANEJO TEQUILA            750ml,61.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
089339,HERRADURA REPOSADO TEQUILA         750ml,58.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
089383,EL CHARRO REPOSADO TEQUILA         750ml,18.99,General,No,2025-07-01,1,2025-08-22 21:57:49,750
089443,EXOTICO REPOSADO TEQUILA           750ml,18.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,750
089470,LUNAZUL TEQUILA REPOSADO          1750ml,39.99,General,Yes,2025-07-01,1,2025-08-22 21:57:49,1750
